cmpdname,BoilingPoint,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify1
Cis-3-Penten-1-ol,413.65,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol
Hex-2-yn-1-ol,438.06,98.14,20.2,7,1,6,0,1,0,0,1,Alcohol
1-Dodecyne,488.15,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon
1-Tetradecyne,525.15,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
1-Pentadecyne,553.15,208.38,0,15,0,15,0,0,0,0,1,Hydrocarbon
5-Hexen-1-ol,428.9,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol
"1,7-Octadiyne",408.65,106.16,0,8,0,8,0,0,0,0,2,Hydrocarbon
"N,N-Dimethyl-2-butanamine",366.4,101.19,3.2,7,1,6,1,0,2,0,0,Amine
"1,4-Pentadien-3-ol",388.65,84.12,20.2,6,1,5,0,1,1,2,0,Alcohol
5-Hexyn-1-ol,419.18,98.14,20.2,7,1,6,0,1,0,0,1,Alcohol
"N,N-Dimethylisopropylamine",339.15,87.16,3.2,6,1,5,1,0,2,0,0,Amine
"N,N-Dimethyldecylamine",507.15,185.35,3.2,13,1,12,1,0,1,0,0,Amine
Chimyl alcohol,840.66,316.5,49.7,22,3,19,0,3,1,0,0,Alcohol
"3,6,9,12-Tetraoxahexadecan-1-OL",656.02,250.33,57.2,17,5,12,0,5,0,0,0,Alcohol
3-Methoxy-1-propanol,339.15,90.12,29.5,6,2,4,0,2,0,0,0,Alcohol
1-Docosene,640.15,308.6,0,22,0,22,0,0,0,1,0,Hydrocarbon
2-Methyldotriacontane,954.2,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon
"3,6,9,12,15-Pentaoxanonadecan-1-ol",724.2,294.38,66.4,20,6,14,0,6,0,0,0,Alcohol
3-Ethyloctan-3-ol,472.15,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
2-(Octadecyloxy)ethanol,771.8,314.5,29.5,22,2,20,0,2,0,0,0,Alcohol
"N,N-Dimethylallylamine",335.15,85.15,3.2,6,1,5,1,0,1,1,0,Amine
"2-Methyl-1,3-propanediol",494.15,90.12,40.5,6,2,4,0,2,1,0,0,Alcohol
1-Undecyne,469.15,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon
2-Decyne,457.75,138.25,0,10,0,10,0,0,0,0,1,Hydrocarbon
3-Decyne,320.33719,138.25,0,10,0,10,0,0,0,0,1,Hydrocarbon
Butylallene,378.65,96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
Triheptylamine,603.15,311.6,3.2,22,1,21,1,0,1,0,0,Amine
n-Methyloctan-1-amine,351.65,143.27,12,10,1,9,1,0,0,0,0,Amine
N-Methyloctadecylamine,620.15,283.5,12,20,1,19,1,0,0,0,0,Amine
Diheptylamine,539.15,213.4,12,15,1,14,1,0,0,0,0,Amine
3-Heptyne,382.35,96.17,0,7,0,7,0,0,0,0,1,Hydrocarbon
Triisooctylamine,759.84,353.7,3.2,25,1,24,1,0,4,0,0,Amine
2-Butylhexanol,491.65,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol
10-Undecyn-1-ol,533.58,168.28,20.2,12,1,11,0,1,0,0,1,Alcohol
"2,6-Dimethyl-1-heptene",415,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
10-Nonadecanamine,706.41,283.5,26,20,1,19,1,0,1,0,0,Amine
5-Methyl-1-hexene,358.15,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
"1,2-Heptanediol",363.15,132.2,40.5,9,2,7,0,2,1,0,0,Alcohol
"2,4,4-Trimethylheptane",422.7,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"2,4-Dimethylpentan-3-amine",399.15,115.22,26,8,1,7,1,0,3,0,0,Amine
N-Methyldioctadecylamine,1058.6,536,3.2,38,1,37,1,0,1,0,0,Amine
Tris(2-aminoethyl)amine,370.65,146.23,81.3,10,4,6,4,0,2,0,0,Amine
"1,10-Undecadiyne",431.52,148.24,0,11,0,11,0,0,0,0,2,Hydrocarbon
Diethyl(1-propynyl)amine,381.2,111.18,3.2,8,1,7,1,0,1,0,1,Amine
"3,6,9,12,15-Pentaoxaheptadecan-1-ol",678.44,266.33,66.4,18,6,12,0,6,0,0,0,Alcohol
N-Methyldioctylamine,410.15,255.5,3.2,18,1,17,1,0,1,0,0,Amine
Diethyl(propyl)amine,385.2,115.22,3.2,8,1,7,1,0,1,0,0,Amine
di-n-Butylethylamine,445.65,157.3,3.2,11,1,10,1,0,1,0,0,Amine
2-Methyl-1-octene,417.15,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
"N,N'-Bis(2-aminoethyl)-1,3-propanediamine",605.16,160.26,76.1,11,4,7,4,0,1,0,0,Amine
N-Methylisopropylamine,326.45,73.14,12,5,1,4,1,0,1,0,0,Amine
"1,8-Nonadiene",414.15,124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"3,3,4,4-Tetramethylhexane",443.15,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
Methanediol,406.84,48.041,40.5,3,2,1,0,2,1,0,0,Alcohol
"1,2-Decanediol",528.2,174.28,40.5,12,2,10,0,2,1,0,0,Alcohol
4-Pentyn-1-ol,423.15,84.12,20.2,6,1,5,0,1,0,0,1,Alcohol
"3,6,9,12,15,18-Hexaoxaicosane-1,20-diol",515.65,326.38,95.8,22,8,14,0,8,1,0,0,Alcohol
"3,6,9,12-Tetraoxatetradecan-1-ol",610.26,222.28,57.2,15,5,10,0,5,0,0,0,Alcohol
"N,N-Diethylallylamine",383.15,113.2,3.2,8,1,7,1,0,1,1,0,Amine
"1,12-Dodecanediol",658.52,202.33,40.5,14,2,12,0,2,1,0,0,Alcohol
Neopentylamine,355.15,87.16,26,6,1,5,1,0,2,0,0,Amine
3-Ethyloctane,438.15,142.28,0,10,0,10,0,0,1,0,0,Hydrocarbon
1-Nonadecanol,618.15,284.5,20.2,20,1,19,0,1,0,0,0,Alcohol
2-Pentyn-1-ol,423.15,84.12,20.2,6,1,5,0,1,0,0,1,Alcohol
Tris(2-methylallyl)amine,357.15,179.3,3.2,13,1,12,1,0,4,3,0,Amine
Bis-(dimethylaminopropyl)amine,503.45,187.33,18.5,13,3,10,3,0,2,0,0,Amine
Rhodinol,516.7,156.26,20.2,11,1,10,0,1,2,1,0,Alcohol
2-(2-Propoxyethoxy)ethanol,487.95,148.2,38.7,10,3,7,0,3,0,0,0,Alcohol
Diisopropylethylamine,387.15,129.24,3.2,9,1,8,1,0,3,0,0,Amine
"N,N-Dimethylisobutylamine",353.15,101.19,3.2,7,1,6,1,0,2,0,0,Amine
Undecylamine,502.15,171.32,26,12,1,11,1,0,0,0,0,Amine
N-Methyldodecylamine,382.15,199.38,12,14,1,13,1,0,0,0,0,Amine
2-Ethyl-3-methylbut-1-ene,359.45,98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon
"3-Methylpenta-1,2-diene",343.15,82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon
N-tert-Butylisopropylamine,371.15,115.22,12,8,1,7,1,0,3,0,0,Amine
"1,16-Hexadecanediol",750.04,258.44,40.5,18,2,16,0,2,1,0,0,Alcohol
2-(Octyloxy)ethanol,543,174.28,29.5,12,2,10,0,2,0,0,0,Alcohol
1-Tetracosene,663.15,336.6,0,24,0,24,0,0,0,1,0,Hydrocarbon
"2,6-Dimethyl-2-heptanol",443.15,144.25,20.2,10,1,9,0,1,3,0,0,Alcohol
N-Methylhexadecylamine,594.15,255.5,12,18,1,17,1,0,0,0,0,Amine
(R)-(-)-2-Butanol,372.4,74.12,20.2,5,1,4,0,1,1,0,0,Alcohol
3-Octyn-1-ol,370.15,126.2,20.2,9,1,8,0,1,0,0,1,Alcohol
3-Octyne,408.75,110.2,0,8,0,8,0,0,0,0,1,Hydrocarbon
1-Heneicosanol,772.26,312.6,20.2,22,1,21,0,1,0,0,0,Alcohol
"2,2-Dimethyloctane",427.15,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"4,4-Dimethyloctane",430.42617,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
3-Methylnonacosane,885.56,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon
2-Methyl-6-methyleneoct-7-en-4-ol,512.94,154.25,20.2,11,1,10,0,1,3,2,0,Alcohol
"2-Methyl-6-methyleneocta-2,7-dien-4-ol",517.42,152.23,20.2,11,1,10,0,1,3,3,0,Alcohol
2-Hexadecanol,587.15,242.44,20.2,17,1,16,0,1,1,0,0,Alcohol
"2,6,10-Trimethyltetradecane",587.24,240.5,0,17,0,17,0,0,3,0,0,Hydrocarbon
"3,7-Dimethyloctan-2-ol",519.26,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
4-Ethyloctane,436.15,142.28,0,10,0,10,0,0,1,0,0,Hydrocarbon
"3,4-Dimethyloctane",435.15,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"3,6-Dimethyloctane",433.95,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"2,3-Dimethylhex-1-ene",384.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
3-Ethyl-2-methylhexane,411.15,128.25,0,9,0,9,0,0,2,0,0,Hydrocarbon
"3,6-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"3,8-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"4,5-Dimethylnonane",455.15,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,3-Dimethyldecane",479.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
9-Methylnonadecane,656.76,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon
3-Methyltetradecane,539.45,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon
"3,7-Dimethyl-1-octen-3-ol",513.59,156.26,20.2,11,1,10,0,1,3,1,0,Alcohol
"3,7-Dimethyloct-6-en-3-ol",521.39,156.26,20.2,11,1,10,0,1,3,1,0,Alcohol
"2,6-Dimethyloctan-2-ol",516.91,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
2-Methyl-1-decanol,543.02,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol
2-Methylheptan-3-ol,426.65,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
5-Methyl-3-heptanol,427.15,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
6-Methylheptan-3-ol,438.65,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
2-Ethyl-2-methylbutan-1-ol,429.23605,116.2,20.2,8,1,7,0,1,2,0,0,Alcohol
1-Triacontene,721.15,420.8,0,30,0,30,0,0,0,1,0,Hydrocarbon
1-Dotriacontene,738.15,448.8,0,32,0,32,0,0,0,1,0,Hydrocarbon
2-Methyl-1-undecene,484.75,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon
1-Octacosene,703.15,392.7,0,28,0,28,0,0,0,1,0,Hydrocarbon
"3,4-Diethylhexane",433.15,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
3-Ethyl-3-heptanol,455.35,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"1,14-Tetradecanediol",704.28,230.39,40.5,16,2,14,0,2,1,0,0,Alcohol
N-Ethylisopropylamine,341.15,87.16,12,6,1,5,1,0,1,0,0,Amine
3-Nonene,420.65,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
N-Ethylpropylamine,358.15,87.16,12,6,1,5,1,0,0,0,0,Amine
N-Isopropylpropylamine,369.35,101.19,12,7,1,6,1,0,1,0,0,Amine
"4,7-Dimethyloctan-4-ol",465.15,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
4-Heptyn-2-ol,460.5,112.17,20.2,8,1,7,0,1,1,0,1,Alcohol
"2,4,5-Trimethylheptane",429.66,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3,4,5-Trimethylheptane",435.65,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
3-Methylnonan-3-ol,517.35,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
5-Tetradecanol,611.66,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol
"1,2-Tetradecanediol",703.84,230.39,40.5,16,2,14,0,2,1,0,0,Alcohol
1-Nonen-3-ol,466.65,142.24,20.2,10,1,9,0,1,1,1,0,Alcohol
2-(2-{2-[2-(2-Methoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol,655.56,252.3,66.4,17,6,11,0,6,0,0,0,Alcohol
"2,5,8,11-Tetraoxatridecan-13-ol",557,208.25,57.2,14,5,9,0,5,0,0,0,Alcohol
4-Methyl-4-nonanol,517.35,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"1,3-Octanediol",566.56,146.23,40.5,10,2,8,0,2,1,0,0,Alcohol
(Allyloxy)propanediol,539.9,132.16,49.7,9,3,6,0,3,1,1,0,Alcohol
3-Methyldecane,465.15,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon
1-Tert-butoxy-2-propanol,417.15,132.2,29.5,9,2,7,0,2,3,0,0,Alcohol
"2,2,3,3-Tetramethylpentane",413.35,128.25,0,9,0,9,0,0,4,0,0,Hydrocarbon
"3-Methoxy-1,2-propanediol",493.15,106.12,49.7,7,3,4,0,3,1,0,0,Alcohol
"1,2-Dodecanediol",658.08,202.33,40.5,14,2,12,0,2,1,0,0,Alcohol
"2,4-Dimethyloctane",427.15,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"3,5,5-Trimethyl-1-hexene",392.6,126.24,0,9,0,9,0,0,3,1,0,Hydrocarbon
"1,2-Pentanediol",483.65,104.15,40.5,7,2,5,0,2,1,0,0,Alcohol
4-Ethyl-1-octyn-3-ol,509.82,154.25,20.2,11,1,10,0,1,2,0,1,Alcohol
3-Methylhexadecane,571.15,240.5,0,17,0,17,0,0,1,0,0,Hydrocarbon
6-Methyloctadecane,633.88,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon
5-Methyldecane,459.15,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon
N-Heptylmethylamine,441.15,129.24,12,9,1,8,1,0,0,0,0,Amine
Ethoxypropanol,428.16,104.15,29.5,7,2,5,0,2,1,0,0,Alcohol
"2,3,4-Trimethylheptane",429,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
D-Arabinitol,773.58,152.15,101,10,5,5,0,5,4,0,0,Alcohol
5-Methylundecane,479.15,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
4-Nonene,418.15,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon
2-Methyl-3-buten-1-ol,393.65,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol
3-Methylheptadecane,586.15,254.5,0,18,0,18,0,0,1,0,0,Hydrocarbon
3-Methylnonadecane,613.15,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon
"1,2-Hexanediol",507.15,118.17,40.5,8,2,6,0,2,1,0,0,Alcohol
"2,4,4-Trimethyl-2-pentanol",419.15,130.229,20.2,9,1,8,0,1,4,0,0,Alcohol
"2,4-Hexadiyne-1,6-diol",539.24,110.11,40.5,8,2,6,0,2,1,0,2,Alcohol
N-Propyldibutylamine,463.72,171.32,3.2,12,1,11,1,0,1,0,0,Amine
"2,2,3-Trimethylhexan-3-ol",443.15,144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
2-Hexyl-1-decanol,657.42,242.44,20.2,17,1,16,0,1,1,0,0,Alcohol
"2-Methylbutane-2,3-diol",448.15,104.15,40.5,7,2,5,0,2,3,0,0,Alcohol
"3,4-Dimethyl-1-pentyn-3-ol",406.15,112.17,20.2,8,1,7,0,1,3,0,1,Alcohol
N-Methylpropargylamine,356.15,69.11,12,5,1,4,1,0,0,0,1,Amine
Tetrahydrolavandulol,484.15,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
"3-Methylpentane-2,4-diol",484.65,118.17,40.5,8,2,6,0,2,3,0,0,Alcohol
6-Methyl-2-heptanol,446.15,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
2-Pentadecanol,572.15,228.41,20.2,16,1,15,0,1,1,0,0,Alcohol
"3-Dodecyloxypropane-1,2-diol",749.14,260.41,49.7,18,3,15,0,3,1,0,0,Alcohol
7-Ethyl-2-methyl-4-undecanol,534.65,214.39,20.2,15,1,14,0,1,3,0,0,Alcohol
"1,2-Hexadecanediol",749.6,258.44,40.5,18,2,16,0,2,1,0,0,Alcohol
"2,4-Dimethyl-3-hexanol",433.76714,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"2,2-Dimethyl-3-hexanol",429.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"3,5-Dimethyl-3-hexanol",424.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
4-Methyl-1-hexanol,444.28091,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol
3-Methyleicosane,679.64,296.6,0,21,0,21,0,0,1,0,0,Hydrocarbon
2-Methyl-3-octanol,454.65,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
5-Undecanol,502.15,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol
3-Undecanol,502.15,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol
4-Undecanol,543.02,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol
4-Tridecanol,588.78,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol
6-Tridecanol,588.78,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol
5-Methyltetradecane,542.36,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon
5-Decanol,489.15,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol
5-Methyl-1-heptene,386.15,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"3,3,6-Trimethylhepta-1,5-dien-4-ol",517.63,154.25,20.2,11,1,10,0,1,4,2,0,Alcohol
"3,3-Dimethyl-1,2-butanediol",478.65,118.17,40.5,8,2,6,0,2,3,0,0,Alcohol
"Octa-1,3,7-triene",393.15,108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon
D-Citronellol,497.15,156.26,20.2,11,1,10,0,1,2,1,0,Alcohol
"2-Ethylpropane-1,3-diol",497.92,104.15,40.5,7,2,5,0,2,1,0,0,Alcohol
2-Methyloctan-1-ol,497.26,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol
"3,4-Hexanediol",506.65,118.17,40.5,8,2,6,0,2,2,0,0,Alcohol
"3,7,11-Trimethyl-1-dodecyn-3-ol",620.99,224.38,20.2,16,1,15,0,1,4,0,1,Alcohol
3-Methyl-4-heptanol,438.15,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
Tris(2-ethylhexyl)amine,759.84,353.7,3.2,25,1,24,1,0,4,0,0,Amine
4-Methyl-4-penten-2-ol,402.15,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol
3-Ethylhex-1-ene,383.45,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
2-Ethyl-3-methyl-1-pentene,386.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
3-Methylhexylamine,422.15,115.22,26,8,1,7,1,0,1,0,0,Amine
"3,7-Dimethylocta-1,5,7-trien-3-ol",514.75,152.23,20.2,11,1,10,0,1,3,3,0,Alcohol
4-Methyl-2-propylpentan-1-ol,465.4,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
9-Methyldecan-1-ol,543.02,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol
4-Methyl-1-heptanol,457.15,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
"4,4-Dimethyl-2-pentanol",410.4,116.2,20.2,8,1,7,0,1,3,0,0,Alcohol
3-Methyltridecane,521.85,198.39,0,14,0,14,0,0,1,0,0,Hydrocarbon
3-Methyloctadecane,600.15,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon
"3,4-Dimethyl-1-pentanol",438,116.2,20.2,8,1,7,0,1,2,0,0,Alcohol
n-Methylbutan-2-amine,375.65,87.16,12,6,1,5,1,0,1,0,0,Amine
"2,3,6-Trimethyloctane",453.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,3-Trimethyldecane",493.37,184.36,0,13,0,13,0,0,3,0,0,Hydrocarbon
"2,2,4,4,6-Pentamethylheptane",460.65,170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon
2-Undecanamine,523.37,171.32,26,12,1,11,1,0,1,0,0,Amine
9-Dodecyn-1-ol,575.34,182.3,20.2,13,1,12,0,1,0,0,1,Alcohol
4-Methyltridecane,519.48,198.39,0,14,0,14,0,0,1,0,0,Hydrocarbon
N-Methylpentylamine,390.15,101.19,12,7,1,6,1,0,0,0,0,Amine
1-Tridecyne,507.15,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon
"3,7,11,15-Tetramethylhexadec-1-yn-3-ol",734.95,294.5,20.2,21,1,20,0,1,5,0,1,Alcohol
13-Tetradecen-1-ol,608.78,212.37,20.2,15,1,14,0,1,0,1,0,Alcohol
"2,6-Dimethyloct-7-ene-2,6-diol",602.98,172.26,40.5,12,2,10,0,2,4,1,0,Alcohol
N-Methyltetradecylamine,566.15,227.43,12,16,1,15,1,0,0,0,0,Amine
(2H4)Methane,112.15,20.067,0,1,0,1,0,0,2,0,0,Hydrocarbon
Dotetracontane,810.15,591.1,0,42,0,42,0,0,0,0,0,Hydrocarbon
"2,4-Dimethyl-1-heptene",401.64,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
Non-3-yn-1-ol,376.4,140.22,20.2,10,1,9,0,1,0,0,1,Alcohol
Ethynol,327.66,42.04,20.2,3,1,2,0,1,0,0,1,Alcohol
Butylisopropylamine,397.65,115.22,12,8,1,7,1,0,1,0,0,Amine
"Pentane-2,3-diol",460.65,104.15,40.5,7,2,5,0,2,2,0,0,Alcohol
2-Propyl-1-pentanol,452.15,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
"Heptane-1,2,3-triol",635.42,148.2,60.7,10,3,7,0,3,2,0,0,Alcohol
"7,11-Dimethyloctadecane",656.32,282.5,0,20,0,20,0,0,2,0,0,Hydrocarbon
"2,6,11,15-Tetramethylhexadecane",592,282.5,0,20,0,20,0,0,4,0,0,Hydrocarbon
2-Methyl-3-pentyn-2-ol,434.83,98.14,20.2,7,1,6,0,1,2,0,1,Alcohol
"2,3-Pentadiene",321.35,68.12,0,5,0,5,0,0,0,2,0,Hydrocarbon
"1,2-Hexadiene",349.15,82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
"2,3-Hexadiene",341.15,82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon
3-Ethyl-2-methyl-3-pentanol,433.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
Tributylcarbinol,585.99,200.36,20.2,14,1,13,0,1,2,0,0,Alcohol
4-Methyl-4-heptanol,439.15,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
9-Heptadecanol,680.3,256.5,20.2,18,1,17,0,1,1,0,0,Alcohol
2-Methyl-4-penten-2-ol,392.7,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol
"Hepta-2,4-diene",368.08,96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
2-Dodecyne,499.15,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon
2-Tetradecyne,536.15,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
Undec-4-ene,455.44,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon
"2,3,3-Trimethyl-1,4-pentadiene",372.65,110.2,0,8,0,8,0,0,3,2,0,Hydrocarbon
"2,3-Dimethyl-1,4-pentadiene",352.56,96.17,0,7,0,7,0,0,2,2,0,Hydrocarbon
4-Methyl-3-penten-1-ol,430.65,100.16,20.2,7,1,6,0,1,1,1,0,Alcohol
"2,6-Octadiyne",400.64,106.16,0,8,0,8,0,0,0,0,2,Hydrocarbon
5-Undecene,465.45,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon
"3,4-Diethyl-3-hexene",431.4,140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon
3-Methyl-1-pentyne,330.02093,82.14,0,6,0,6,0,0,1,0,1,Hydrocarbon
7-Tridecanol,588.78,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol
"4,4-Dimethyl-2-pentyne",356.15,96.17,0,7,0,7,0,0,2,0,1,Hydrocarbon
"4,4-Dimethylheptane",407.15,128.25,0,9,0,9,0,0,2,0,0,Hydrocarbon
"2,4,6-Octatriyne",409.64,102.13,0,8,0,8,0,0,0,0,3,Hydrocarbon
"Hepta-1,5-diene",367.15337,96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon
"3-Methyl-1,5-hexadiene",353.21985,96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon
2-Methylnonadecane,612.15,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon
"4,4-Dimethyl-1-hexene",380.35,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
3-Tetradecanol,611.66,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol
"2,3-Dimethyl-2-hexanol",424.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
Trinonylamine,671.15,395.7,3.2,28,1,27,1,0,1,0,0,Amine
4-Propyl-4-heptanol,467.14283,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
5-Methyl-1-hexyne,364.15,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon
5-Undecyne,471.09534,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon
"2,6-Dimethylocta-2,6-diene",436.48,138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon
"2,4,6-Trimethylheptane",419.6563,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"2,4-Hexadiyne",402.65,78.11,0,6,0,6,0,0,0,0,2,Hydrocarbon
"1,2,3-Butatriene",286.86,52.07,0,4,0,4,0,0,0,3,0,Hydrocarbon
2-Methyl-1-nonene,440.15,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon
"2,2,4,10,12,12-Hexamethyl-7-(3,5,5-trimethylhexyl)tridecane",828.79,394.8,0,28,0,28,0,0,10,0,0,Hydrocarbon
"2,3-Dimethyl-2-heptene",418.60815,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
"1,3,5-Hexatriyne",353.39,74.08,0,6,0,6,0,0,0,0,3,Hydrocarbon
4-Propylheptane,440.15,142.28,0,10,0,10,0,0,1,0,0,Hydrocarbon
2-Methyl-2-decanol,540.23,172.31,20.2,12,1,11,0,1,2,0,0,Alcohol
"3,3-Dimethyl-1-hexene",377.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"2,3-Divinylbutadiene",369.12,106.16,0,8,0,8,0,0,2,4,0,Hydrocarbon
6-Tetradecyne,528.92,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
"3,3-Dimethyloctane",433.23942,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"2,4-Dimethyl-1,4-pentadiene",352.88,96.17,0,7,0,7,0,0,2,2,0,Hydrocarbon
"1,3-Hexadiyne",336,78.11,0,6,0,6,0,0,0,0,2,Hydrocarbon
4-Propyl-3-heptene,433.65,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon
4-Methylhept-3-ene,391,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
"1,3-Pentadiyne",328.15,64.08,0,5,0,5,0,0,0,0,2,Hydrocarbon
"Octa-2,6-diene",397.65,110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon
3-Ethyl-3-methyl-1-pentene,383.7,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
